"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"19","I want you to imagine an America in which every working family is guaranteed free pre-K education for their kids. https://t.co/LneBLgqhln",FALSE,2973,NA,2021-08-05 20:28:00,FALSE,NA,"1423380287321526272",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",450,FALSE,FALSE,NA,NA
"20","Women should not have to go back to work days after giving birth. We must end the international embarrassment of be… https://t.co/UWkJS6RyFb",FALSE,18368,NA,2021-08-05 18:58:00,TRUE,NA,"1423357637878423552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2071,FALSE,FALSE,NA,NA
"21","81% of Democrats, 66% of Independents, and 57% of Republicans all agree with what you and I know to be true — it's… https://t.co/3rADawMU0m",FALSE,28171,NA,2021-08-05 14:28:00,TRUE,NA,"1423289690069872640",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2951,FALSE,FALSE,NA,NA
"22","We are living in an unprecedented moment. Now is the time for unprecedented action.",FALSE,18514,NA,2021-08-04 22:25:23,FALSE,NA,"1423047440316391430",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",2067,FALSE,FALSE,NA,NA
"23","Let me tell you. People are sick and tired of seeing day after day, the rich getting richer while everyone else str… https://t.co/s9QtueufTN",FALSE,21327,NA,2021-08-04 14:44:00,TRUE,NA,"1422931329176330240",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2273,FALSE,FALSE,NA,NA
"24","For decades, Congress has paid a whole lot of attention to the rich and the powerful and to campaign contributors w… https://t.co/H8G2qGh4ox",FALSE,7737,NA,2021-08-03 21:22:00,TRUE,NA,"1422669100988309506",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",845,FALSE,FALSE,NA,NA
"25","Here's how our economic system works today. The rich get richer while half our people live paycheck to paycheck. Ou… https://t.co/zTTXZF3zWK",FALSE,10075,NA,2021-08-03 19:06:09,TRUE,NA,"1422634914424426503",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1332,FALSE,FALSE,NA,NA
"26","I know @ninaturner. I've known her for years. She is, without a doubt, one of the strongest fighters for justice th… https://t.co/2Jr8T0jGjm",FALSE,10026,NA,2021-08-03 11:52:21,TRUE,NA,"1422525746027896856",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",1810,FALSE,FALSE,NA,NA
"27","I am once again asking you to get vaccinated.",FALSE,332197,NA,2021-08-02 16:26:00,FALSE,NA,"1422232222145331200",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",61291,FALSE,FALSE,NA,NA
"28","The people need @ninaturner in Congress. I urge the voters of Ohio's 11th District to elect her this Tuesday, Augus… https://t.co/5fmsk9CPrZ",FALSE,12007,NA,2021-08-01 22:15:00,TRUE,NA,"1421957663596990469",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2281,FALSE,FALSE,NA,NA
"29","A rigged economy is billionaires not paying a nickel in income tax while we've got half our people living paycheck… https://t.co/0fZ8O07nA8",FALSE,16997,NA,2021-07-31 20:08:00,TRUE,NA,"1421563314618867714",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2440,FALSE,FALSE,NA,NA
"30","""Our people-centered agenda has some people very afraid. Why are big-money special interest groups spending all of… https://t.co/uNAZp3EXpI",FALSE,1209,NA,2021-07-31 17:49:00,TRUE,NA,"1421528334253662217",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",272,FALSE,FALSE,NA,NA
"31","""I will wake up every day fighting to create Medicare for All so that health care is finally a right and not privil… https://t.co/CiT2oK8K3F",FALSE,2257,NA,2021-07-31 17:43:00,TRUE,NA,"1421526824203563016",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",396,FALSE,FALSE,NA,NA
"32","""Addressing the material conditions and lifting people so that they don't just fall behind, but so that they can ge… https://t.co/zHWSLg36Vc",FALSE,949,NA,2021-07-31 17:39:18,TRUE,NA,"1421525894452191242",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",177,FALSE,FALSE,NA,NA
"33","If you want somebody who's not going to be just another member of Congress, but someone who has the guts to speak o… https://t.co/7yaC3e86mn",FALSE,1413,NA,2021-07-31 17:26:00,TRUE,NA,"1421522546067914752",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",277,FALSE,FALSE,NA,NA
"34","Why are the drug companies, the insurance companies, the fossil fuel industry, Wall Street, and people who supporte… https://t.co/OQeJK9AoJU",FALSE,1444,NA,2021-07-31 17:22:00,TRUE,NA,"1421521539363704837",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",281,FALSE,FALSE,NA,NA
"35",".@ninaturner will stand with me in saying that today, we have got to expand Medicare to cover hearing aids, dental… https://t.co/ZWHKN0sC61",FALSE,1366,NA,2021-07-31 17:18:00,TRUE,NA,"1421520532688621569",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",254,FALSE,FALSE,NA,NA
"36",".@ninaturner will stand with me and say that in the richest country on earth, we will not be the only major nation… https://t.co/PNMwHvGoNR",FALSE,1925,NA,2021-07-31 17:15:00,TRUE,NA,"1421519777890283528",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",327,FALSE,FALSE,NA,NA
"37","I need @ninaturner in Washington with me to make certain that not only do we pass a strong physical infrastructure… https://t.co/eIwAsDUQ9k",FALSE,1987,NA,2021-07-31 17:13:00,TRUE,NA,"1421519274523467779",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",345,FALSE,FALSE,NA,NA
"38","This is what policy is about. As a result of one bill passed by one vote at 5 in the morning, tens of millions of w… https://t.co/yUs7R6m00Z",FALSE,1360,NA,2021-07-31 17:08:00,TRUE,NA,"1421518016349708295",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",227,FALSE,FALSE,NA,NA
"39","All over this country, people are beginning to stand up and are realizing that while they are working for $10 or $1… https://t.co/VgXwfTT0gx",FALSE,2214,NA,2021-07-31 17:06:13,TRUE,NA,"1421517567978508290",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",395,FALSE,FALSE,NA,NA
"40","Nina is one of the smartest and hardest-working people that I know. The real reason I am in Cleveland today is that… https://t.co/lSliub3t16",FALSE,1967,NA,2021-07-31 16:44:41,TRUE,NA,"1421512148803592196",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",354,FALSE,FALSE,NA,NA
"41","""This is about morality, spirituality, integrity, generosity, courage, vision — who's willing to serve everyday peo… https://t.co/LarPWXbMpP",FALSE,1053,NA,2021-07-31 16:42:00,TRUE,NA,"1421511473252249605",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",203,FALSE,FALSE,NA,NA
"42","""YOU have the ability to get one more person and to invite them into the democratic process."" - @keithellison lays… https://t.co/H36NYfob80",FALSE,1017,NA,2021-07-31 16:40:38,TRUE,NA,"1421511129000554501",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",208,FALSE,FALSE,NA,NA
"43","""We deserve somebody who has the guts, the vision, and the courage to stand up and to demand"" a Green New Deal, to… https://t.co/QOP2mw2nVF",FALSE,1091,NA,2021-07-31 16:26:33,TRUE,NA,"1421507587632156674",NA,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","BernieSanders",178,FALSE,FALSE,NA,NA
"44","Why are Wall Street, the fossil fuel industry, and powerful special special interests so invested in defeating… https://t.co/SxfkuOToNt",FALSE,1281,NA,2021-07-31 15:51:00,TRUE,NA,"1421498638413361162",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",259,FALSE,FALSE,NA,NA
"45","Can't join us in-person today in Cleveland? Join us online at https://t.co/vreIiWfeoS",FALSE,729,"BernieSanders",2021-07-31 13:27:38,FALSE,"1421462470405894149","1421462558146506757","216776631","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",119,FALSE,FALSE,NA,NA
"46","TODAY: Join me, @keithellison, and @CornelWest in Cleveland as we rally to get out the vote for @ninaturner in Tues… https://t.co/9ntRBeTntg",FALSE,2163,NA,2021-07-31 13:27:17,TRUE,NA,"1421462470405894149",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",307,FALSE,FALSE,NA,NA
"47","It's totally absurd to me that working parents are paying 1/3 of their income in child care costs. 

We will addres… https://t.co/xDmbc0OBfC",FALSE,12799,NA,2021-07-30 15:43:00,TRUE,NA,"1421134237470691334",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1310,FALSE,FALSE,NA,NA
"48","I hope you will join me, @CoriBush, @keithellison, and @CornelWest this Saturday in Cleveland, Ohio as we get out t… https://t.co/78flrFt812",FALSE,5687,NA,2021-07-29 15:01:00,TRUE,NA,"1420761280218943488",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",970,FALSE,FALSE,NA,NA
"49","July 2015: hottest July on record
July 2016: hottest July on record
July 2017: hottest July on record
July 2018: ho… https://t.co/A8GD9ydRD1",FALSE,135584,NA,2021-07-28 20:14:00,TRUE,NA,"1420477660996702211",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",19025,FALSE,FALSE,NA,NA
"50","On August 3rd, Seattle has the chance to elect some transformational candidates to local office. 

I’m proud to joi… https://t.co/EqxzJni7UB",FALSE,1702,NA,2021-07-27 22:56:10,TRUE,NA,"1420156083159638021",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",287,FALSE,FALSE,NA,NA
"51","For too long, government has worked phenomenally well for the 1% and corporate lobbyists — I happen to think now is… https://t.co/HidXVUTQY1",FALSE,10675,NA,2021-07-27 22:21:00,TRUE,NA,"1420147233580666882",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1353,FALSE,FALSE,NA,NA
"52","Major countries that guarantee new parents some form of paid leave: 🇦🇺🇦🇹🇧🇪🇨🇦🇨🇱🇨🇿🇩🇰🇪🇪🇫🇮🇫🇷🇩🇪🇬🇷🇭🇺🇮🇸🇮🇪🇮🇱🇮🇹🇯🇵🇰🇷🇱🇻🇱🇹🇱🇺🇲🇽… https://t.co/1ZbcEAIEeh",FALSE,26500,NA,2021-07-27 15:18:00,TRUE,NA,"1420040782518575107",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2236,FALSE,FALSE,NA,NA
"53","In just the last month's time:
- temperatures of 121° in British Columbia
- wildfires burning across the United Sta… https://t.co/vmJpghjrFc",FALSE,16518,NA,2021-07-27 13:53:00,TRUE,NA,"1420019391501058056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2798,FALSE,FALSE,NA,NA
"54","This is the ""new"" Republican Party: cult-like support of Trump; big lies and conspiracy theories; voter suppression… https://t.co/VhiQQyoE34",FALSE,15088,NA,2021-07-26 17:34:56,TRUE,NA,"1419712854777810952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",2304,FALSE,FALSE,NA,NA
"55","Look around the globe. The climate crisis is wreaking havoc day after day, in city after city. We need nothing less… https://t.co/G8wHo7bOU5",FALSE,7254,NA,2021-07-26 15:42:00,TRUE,NA,"1419684434291294212",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1369,FALSE,FALSE,NA,NA
"56","What would it mean for you and your family if we took on the pharmaceutical industry's greed and dramatically lower… https://t.co/BRs2D4TMlY",FALSE,32206,NA,2021-07-26 01:02:27,TRUE,NA,"1419463090916270080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",2606,FALSE,FALSE,NA,NA
"57","Can you imagine in this country if we had free pre-K for every working class family? Imagine that! A government act… https://t.co/Flvvpg2OUT",FALSE,11854,NA,2021-07-25 20:48:10,TRUE,NA,"1419399097497305088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",1256,FALSE,FALSE,NA,NA
"58","The American people should not be made to pay the highest prices on the planet for prescription drugs.",FALSE,18482,NA,2021-07-25 18:52:55,FALSE,NA,"1419370095067992071",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",1915,FALSE,FALSE,NA,NA
"59","I do not think I am making a radical statement when I say that it's working class Americans, not billionaires who p… https://t.co/EK6kv2V3vT",FALSE,17847,NA,2021-07-24 22:14:56,TRUE,NA,"1419058546436714501",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",1904,FALSE,FALSE,NA,NA
"60","How do you feed your family, how do you pay to see a doctor, when you're spending, 40, 50, 60% of your income on ho… https://t.co/r2qzaXwEDo",FALSE,14438,NA,2021-07-23 21:34:00,TRUE,NA,"1418685854466207745",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1832,FALSE,FALSE,NA,NA
"61","The billionaires and enormous corporations cannot continue to have it all.",FALSE,28979,NA,2021-07-23 14:38:00,FALSE,NA,"1418581164630036482",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",3612,FALSE,FALSE,NA,NA
"62","The Republicans are very, very nervous, and I'll tell you why that is. On virtually every proposal — from providing… https://t.co/Bdsbym8q0X",FALSE,6271,NA,2021-07-22 21:16:00,TRUE,NA,"1418318936509063169",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",1190,FALSE,FALSE,NA,NA
"63","Jeff Bezos is using his time to go out and zoom around outer space. Good for him. Poll after poll shows the America… https://t.co/MxVn3lWR2R",FALSE,52881,NA,2021-07-22 19:50:00,TRUE,NA,"1418297294143819786",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",6096,FALSE,FALSE,NA,NA
"64","Why is it considered radical that we should significantly invest in the needs of the working class of this country?… https://t.co/vgcAD2AHHK",FALSE,10340,NA,2021-07-22 17:13:00,TRUE,NA,"1418257783661727751",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1552,FALSE,FALSE,NA,NA
"65","The richest guys in the world are off in space. They're not particularly worried about Earth anymore. The days of t… https://t.co/xfPz5Akscc",FALSE,10343,NA,2021-07-22 00:30:22,TRUE,NA,"1418005464563032067",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1922,FALSE,FALSE,NA,NA
"66","Maybe there's a problem with an economic system which sees a handful of billionaires grow their wealth massively du… https://t.co/ZeIFdNjtbC",FALSE,31245,NA,2021-07-21 18:16:36,TRUE,NA,"1417911400475811841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",5670,FALSE,FALSE,NA,NA
"67","Please send a short video response to videos@berniesanders.com and we may feature your story in an upcoming video!",FALSE,980,"BernieSanders",2021-07-20 12:53:53,FALSE,"1417467800206065677","1417467801330139150","216776631","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",103,FALSE,FALSE,NA,NA
"68","As part of the historic expansion of the Child Tax Credit, working families across the country are NOW receiving th… https://t.co/5gHf6VuR5S",FALSE,6669,NA,2021-07-20 12:53:53,TRUE,NA,"1417467800206065677",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",678,FALSE,FALSE,NA,NA
"69","Here is what the modern Republican Party is all about: cult-like devotion to Trump, big lies and conspiracy theorie… https://t.co/3yngYeRe6W",FALSE,26472,NA,2021-07-19 15:52:25,TRUE,NA,"1417150342857375744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",4493,FALSE,FALSE,NA,NA
"70","For decades, new parents in the United States have been guaranteed ZERO days of paid leave to spend time with their… https://t.co/cS0XZ082Xh",FALSE,14993,NA,2021-07-18 16:46:17,TRUE,NA,"1416801509698846720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",1755,FALSE,FALSE,NA,NA
"71","The next time you hear Republicans start to talk about 'family values' this or 'party of the working class' that, r… https://t.co/Qjv6cWa63N",FALSE,37138,NA,2021-07-17 21:15:46,TRUE,NA,"1416506940662947840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",6700,FALSE,FALSE,NA,NA
"72","In a moral society, what does it mean to live in dignity? Does it mean that despite being the richest country on ea… https://t.co/HMkVnSnaFC",FALSE,8668,NA,2021-07-17 18:55:20,TRUE,NA,"1416471598694080512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",1299,FALSE,FALSE,NA,NA
"73","As cities around the world experience 100-year floods every year, as the Pacific Northwest is inundated with wildfi… https://t.co/effEdL8gQW",FALSE,21363,NA,2021-07-16 20:12:48,TRUE,NA,"1416128703671808000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",3982,FALSE,FALSE,NA,NA
"74","At a time of massive wealth and income inequality and when half our people are living paycheck to paycheck, what th… https://t.co/Xwz1O7K96S",FALSE,2263,NA,2021-07-16 16:04:24,TRUE,NA,"1416066195464273929",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",411,FALSE,FALSE,NA,NA
"75","This budget reconciliation bill is the most consequential piece of legislation since the 1930s. https://t.co/clCEAZdzSX",FALSE,4024,NA,2021-07-15 14:25:00,FALSE,NA,"1415678790072774656",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",700,FALSE,FALSE,NA,NA
"76","Tomorrow, the expanded Child Tax Credit will begin providing monthly direct payments of up to $300 per child to wor… https://t.co/1EX5wENdsM",FALSE,20134,NA,2021-07-14 19:18:00,TRUE,NA,"1415390138142654464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2138,FALSE,FALSE,NA,NA
"77","The debate is over. There is no doubt that the climate crisis is happening now. The choice before us: how will we r… https://t.co/5pIYEWxr7X",FALSE,16026,NA,2021-07-14 15:53:00,TRUE,NA,"1415338548148977672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",3041,FALSE,FALSE,NA,NA
"78","For years and years, Republicans have told us that if we just cut taxes for the wealthy and corporations, working p… https://t.co/SvWCriG48p",FALSE,3737,NA,2021-07-13 17:17:00,TRUE,NA,"1414997299651092481",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BernieSanders",841,FALSE,FALSE,NA,NA
"79","Seniors should be able to grow old in the United States and be able to hear the world around them, clearly see thei… https://t.co/SkPKVS6kRs",FALSE,15652,NA,2021-07-13 12:48:25,TRUE,NA,"1414929710019227650",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieSanders",1870,FALSE,FALSE,NA,NA
"80","For decades, we have ignored the threat of climate change, a crumbling infrastructure, a disastrous child care syst… https://t.co/cyhwZ6W6IL",FALSE,16850,NA,2021-07-12 23:33:00,TRUE,NA,"1414729535157936128",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",2193,FALSE,FALSE,NA,NA
"81","When government priorities have focused almost exclusively on the wants of corporations and billionaires for decade… https://t.co/p53NAdMV9X",FALSE,8478,NA,2021-07-12 21:56:00,TRUE,NA,"1414705124258156545",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1302,FALSE,FALSE,NA,NA
"82","In case anyone forgot, we have been going through a global pandemic filled with enormous loss. Does anyone seriousl… https://t.co/KYnsLRqrgT",FALSE,9287,NA,2021-07-12 18:09:00,TRUE,NA,"1414647997846065156",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BernieSanders",1128,FALSE,FALSE,NA,NA
